NFatura,PreçoUnitario,ValorPedido,Quantidade,Pais,DataFatura,HoraFatura,Ano-mes,MaiorCategoria,MenorCategoria ,Descrição 
541975,2.1,52.5,25,Hong Kong,40567,0.6,2011-01,Clothes,Tops,WATERING CAN GREEN DINOSAUR
541975,3.25,19.5,6,Hong Kong,40567,0.6,2011-01,Garden,Turf,LUNCH BAG SPACEBOY DESIGN 
553148,0.55,13.2,24,Hong Kong,40676,0.589583333333333,2011-05,Clothes,Shoes,MEASURING TAPE BABUSHKA BLUE
541975,2.55,244.8,96,Hong Kong,40567,0.6,2011-01,Clothes,Tops,POSTAGE
564087,0.85,10.2,12,Hong Kong,40778,0.401388888888889,2011-08,Garden,Turf,SET/2 RED RETROSPOT TEA TOWELS 
541975,10.95,43.8,4,Hong Kong,40567,0.6,2011-01,Clothes,Hats,MIRRORED WALL ART POPPIES
571652,1.25,30,24,Hong Kong,40834,0.511805555555556,2011-10,Household,Lamps,LUNCH BAG SPACEBOY DESIGN 
553148,2.1,12.6,6,Hong Kong,40676,0.589583333333333,2011-05,Household,Curtains,BLUE 3 PIECE POLKADOT CUTLERY SET
564087,1.65,19.8,12,Hong Kong,40778,0.401388888888889,2011-08,Garden,Hoses,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
573154,0.65,23.4,36,Hong Kong,40844,0.347222222222222,2011-10,Kitchen,Cutlery,ROUND SNACK BOXES SET OF4 WOODLAND 
564087,1.25,12.5,10,Hong Kong,40778,0.401388888888889,2011-08,Household,Curtains,RECYCLED ACAPULCO MAT GREEN
553148,0.55,13.2,24,Hong Kong,40676,0.589583333333333,2011-05,Garden,Hoses,RED RETROSPOT CUP
553148,0.85,10.2,12,Hong Kong,40676,0.589583333333333,2011-05,Kitchen,Scales,36 PENCILS TUBE WOODLAND
553148,3.95,31.6,8,Hong Kong,40676,0.589583333333333,2011-05,Garden,Rakes,PACK OF 60 MUSHROOM CAKE CASES
549738,1.95,15.6,8,Hong Kong,40645,0.394444444444444,2011-04,Clothes,Shoes,RETROSPOT HEART HOT WATER BOTTLE
553148,0.85,8.5,10,Hong Kong,40676,0.589583333333333,2011-05,Kitchen,Coasters,BLUE POLKADOT CUP
553148,0.85,8.5,10,Hong Kong,40676,0.589583333333333,2011-05,Clothes,Hats,RED RETROSPOT BOWL
571652,1.95,11.7,6,Hong Kong,40834,0.511805555555556,2011-10,Clothes,Shoes,JUMBO BAG ALPHABET
553148,1.65,16.5,10,Hong Kong,40676,0.589583333333333,2011-05,Kitchen,Bowls,HOMEMADE JAM SCENTED CANDLES
564087,2.95,53.1,18,Hong Kong,40778,0.401388888888889,2011-08,Household,Lamps,BROWN CHECK CAT DOORSTOP 
557675,15,15,1,Hong Kong,40716,0.435416666666667,2011-06,Garden,Rakes,GLASS JAR DIGESTIVE BISCUITS
553148,3.25,19.5,6,Hong Kong,40676,0.589583333333333,2011-05,Household,Rugs,JUMBO BAG DOILEY PATTERNS
553148,2.55,15.3,6,Hong Kong,40676,0.589583333333333,2011-05,Garden,Seeds,ROSES REGENCY TEACUP AND SAUCER 
541975,1.65,66,40,Hong Kong,40567,0.6,2011-01,Household,Chairs,ANTIQUE SILVER TEA GLASS ENGRAVED
541975,3.75,90,24,Hong Kong,40567,0.6,2011-01,Clothes,Shoes,RETRO MOD TRAY
541975,4.95,19.8,4,Hong Kong,40567,0.6,2011-01,Clothes,Tops,JUMBO BAG DOLLY GIRL DESIGN
564087,2.55,122.4,48,Hong Kong,40778,0.401388888888889,2011-08,Garden,Hoses,RED RETROSPOT PUDDING BOWL
549738,1.25,12.5,10,Hong Kong,40645,0.394444444444444,2011-04,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS
564087,8.25,66,8,Hong Kong,40778,0.401388888888889,2011-08,Garden,Hoses,DOTCOM POSTAGE
553148,0.85,27.2,32,Hong Kong,40676,0.589583333333333,2011-05,Household,Curtains,WRAP ENGLISH ROSE 
564087,1.25,20,16,Hong Kong,40778,0.401388888888889,2011-08,Clothes,Tops,WOOD STAMP SET THANK YOU
553148,0.55,13.2,24,Hong Kong,40676,0.589583333333333,2011-05,Garden,Hoses,GREEN POLKADOT BOWL
564087,4.95,29.7,6,Hong Kong,40778,0.401388888888889,2011-08,Garden,Rakes,TOY TIDY SPACEBOY  
553148,0.85,27.2,32,Hong Kong,40676,0.589583333333333,2011-05,Kitchen,Cooking Knives,RED RETROSPOT CHILDRENS UMBRELLA
564087,1.25,20,16,Hong Kong,40778,0.401388888888889,2011-08,Clothes,Tops,PACK OF 60 SPACEBOY CAKE CASES
